District,Neighborhood,Adrtisement_Date,m²_(Gross),m²_(Net),Number_of_rooms,Building_Age,Floor_location,Number_of_floors,Heating,Number_of_bathrooms,Balcony,Furnished,Using_status,Available_for_Loan,From_who,Swap,Front_West,Front_East,Front_South,Front_North,ADSL,Wood_Joinery,Smart_House,Alarm_(Thief),Alarm_(Fire),Alaturka_Toilet,Aluminum_joinery,American_Door,American_kitchen,Built-in_on,Elevator,Balcony.1,Barbecue,Household_appliances,Painted,Dishwasher,Refrigerator,Wall_paper,Shower,Parents'_Bathroom,Fiber_Internet,On,Dressing_room,Closet,Video_intercom,Hilton_Bathroom,Intercom_System,Insulating_glass,Jacuzzi,Plasterboard,Cellar,Air_conditioning,Tub,Laminate_Floor,Marley,Furniture,Kitchen_(Built-in),Kitchen_(Laminate),Kitchen_Natural_Gas,PVC_Joinery,Blinds,Parquet_Floor,Ceramic_Floor,Set_Top_Cooker,Spot_Lighting,Terrace,Thermosiphon,Cloakroom,Wi-Fi,Face_Recognition_&_Fingerprint,Washing_Machine,Washing_machine,Laundry_room,Steel_door,Water_heater,Fireplace,Elevator.1,Steam_room,Security,Bath,Booster,Thermal_Insulation,Generator,Cable_TV,Closed_Garage,Doorman,Nursery,With_Private_Pool,Car_park,Playground,Sauna,Sound_insulation,Siding,Sports_Area,Water_tank,Tennis_court,Satellite,Fire_escape,Swimming_Pool_(Open),Swimming_Pool_(Indoor),Parking_Lot,Elevator.2,Bathroom,Wide_Corridor,Entrance_/_Ramp,Stairs,Kitchen,Room_door,Park,Socket_/_Electric_Switch,Handle_/_Railing,Toilet,Swimming_pool,The_mall,municipality,Mosque,Cemevi,Next_to_sea_shore,Pharmacy,Amusement_center,Fair,Hospital,Synagogue,The_church,High_school,Market,Park.1,Police_station,The_health_clinic,District_Market,Gym,Unirsity,Primary_School-Secondary_School,Fire_Department,Town_center,Highway,Eurasia_Tunnel,Bosphorus_Bridges,Street,Sea_bus,Filled,E-5,Airport,Marmaray,Metro,Metrobus,Minibus,Bus_stop,Coast,TEM,Cable_car,Tram,Railway_station,Trolley_bus,Scaffolding,Throat,Sea,Nature,Lake,Pool,Park_&_​​Green_Area,City,Mezzanine,Mezzanine_Duplex,Garden_Duplex,Garden_Floor,Garden,Top_floor,Garage_/_Shop_Top,Entrance_floor,Floor_Duplex,Private_Entry,Rerse_Duplex,Triplex,Ground_floor,Roof_Duplex,Pick_Up_Data_Time,y_true_tl,y_pred_tl,abs_error_tl
Bakırköy,Yeşilyurt Mh.,01.01.2020,310,300.0,5+2,21-25 between,4,4,Natural Gas (Combi),3,Available,No,Property owner,Yes,From the real estate office,No,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01.10.2020,3750000.0000000023,1751321.23582769,1998678.7641723123
Kadıköy,Caddebostan Mah.,03.01.2020,175,141.0,4+1,2,7,9,Natural Gas (Combi),2,Available,No,Property owner,Yes,From the real estate office,No,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01.07.2020,2990000.000000002,1006489.6761483166,1983510.3238516853
Bahçelievler,Bahçelievler Mh.,02.01.2020,230,200.0,4+1,5-10 between,4,5,Natural Gas (Combi),2,Available,No,Property owner,Yes,From the real estate office,No,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01.10.2020,2599999.9999999986,621672.0160289076,1978327.983971091
Bakırköy,Yeşilköy Mh.,02.01.2020,170,160.0,3+1,11-15 between,1,5,Natural Gas (Combi),2,Available,No,Free,Yes,From the real estate office,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01.10.2020,3000000.000000001,1038955.3701733286,1961044.6298266724
Ataşehir,Barbaros Mah.,02.01.2020,167,118.0,3+1,5-10 between,8,30  and more than,Center (Share Meter),2,Absent,Yes,Free,Yes,From the real estate office,Yes,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01.10.2020,2750000.0,828082.8010893065,1921917.1989106936
Eyüpsultan,Göktürk Merkez Mh.,05.01.2020,250,230.0,4+1,5-10 between,3,3,Natural Gas (Combi),3,Available,No,Property owner,Yes,From the real estate office,No,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01.10.2020,2950000.000000002,1032308.115191347,1917691.884808655
Büyükçekmece,Pınartepe Mh.,02.01.2020,515,450.0,8+2,5-10 between,7,8,Natural Gas (Combi),4,Available,No,Property owner,Yes,From the real estate office,No,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01.10.2020,2700000.0,797291.829586001,1902708.170413999
Beyoğlu,Kılıçali Paşa Mh.,02.01.2020,190,180.0,3+1,31  and more than,4,5,Center (Share Meter),2,Available,No,Free,Yes,From the real estate office,No,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01.10.2020,3240000.000000003,1352012.0229869871,1887987.9770130157
Sarıyer,İstinye Mh.,30.12.2019,85,75.0,2+1,16-20 between,Private,5,Natural Gas (Combi),1,Available,Yes,Property owner,Yes,From the real estate office,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01.08.2020,2400000.000000001,520243.4729015832,1879756.5270984177
Bakırköy,Yeşilköy Mh.,06.01.2020,180,150.0,3+1,0,Entrance floor,4,Natural Gas (Combi),3,Available,No,Free,Yes,From the real estate office,No,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,01.10.2020,3000000.000000001,1132260.0111537364,1867739.9888462645
Üsküdar,Acıbadem Mh.,01.01.2020,167,118.0,3.5+1,4,5,15,Center (Share Meter),2,Available,No,Property owner,Yes,From the real estate office,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01.07.2020,2599999.9999999986,734974.9225413165,1865025.077458682
Beşiktaş,Bebek Mah.,05.01.2020,110,100.0,2+1,31  and more than,Garden Floor,5,Natural Gas (Combi),1,Absent,No,Tenant,Yes,From the real estate office,No,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,01.10.2020,2499999.9999999995,637291.8229792397,1862708.1770207598
Sarıyer,Tarabya Mah.,22.12.2019,240,200.0,4+1,21-25 between,2,4,Center (Share Meter),2,Available,No,Property owner,Yes,From the real estate office,No,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01.08.2020,3350000.0000000014,1496071.7930136058,1853928.2069863956
Bakırköy,Yeşilköy Mh.,02.01.2020,155,140.0,3+1,0,2,4,Natural Gas (Combi),2,Available,No,Free,Yes,From the real estate office,No,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01.10.2020,2900000.0000000014,1051640.9087327989,1848359.0912672025
Maltepe,Altayçeşme Mh.,03.01.2020,370,280.0,7+2,5-10 between,5,5,Natural Gas (Combi),4,Available,No,Free,Yes,From the real estate office,No,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01.07.2020,2700000.0,853891.4658288864,1846108.5341711137
Kadıköy,Caddebostan Mah.,02.01.2020,210,160.0,4+1,1,11,12,Natural Gas (Combi),3,Available,No,Free,Yes,From the real estate office,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01.07.2020,2800000.000000002,965809.4881790744,1834190.5118209275
Kartal,Kordonboyu Mah.,09.01.2020,328,196.0,3+1,0,20,24,Center (Share Meter),3,Available,No,Free,Yes,From the real estate office,No,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,01.10.2020,2950000.000000002,1124405.7285157205,1825594.2714842814
Sarıyer,İstinye Mh.,01.01.2020,175,165.0,3+1,4,3,5,Natural Gas (Combi),2,Available,No,Property owner,Yes,From the real estate office,No,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01.08.2020,3225000.0000000023,1414898.899302651,1810101.1006973514
Bakırköy,Ataköy 2-5-6. Kısım Mh.,05.01.2020,96,90.0,1+1,0,6,20,Underfloor heating,2,Available,No,Free,Yes,From the real estate office,Yes,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01.10.2020,2700000.0,899830.2402377017,1800169.7597622983
Sarıyer,İstinye Mh.,03.01.2020,300,260.0,5+1,0,Penthouse,3,Natural Gas (Combi),3,Available,No,Free,Yes,From the real estate office,No,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01.08.2020,4000000.0000000005,2205751.6142518213,1794248.3857481792
Sarıyer,Maslak Mah.,24.12.2019,120,86.0,2+1,3,12,20,Center (Share Meter),2,Available,Yes,Property owner,Yes,From the real estate office,No,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01.08.2020,2499999.9999999995,717125.8013334839,1782874.1986665158
Kadıköy,Fenerbahçe Mh.,02.01.2020,200,155.0,4+1,0,5,21,Center (Share Meter),2,Available,No,Free,Yes,From the real estate office,No,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01.07.2020,3200000.0000000023,1424009.0791882959,1775990.9208117065
Beşiktaş,Levazım Mh.,26.12.2019,350,300.0,5+1,26-30 between,4,4,Central system,3,Available,No,Property owner,Yes,From the real estate office,No,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01.10.2020,3799999.9999999995,2034894.0496012403,1765105.9503987592
Beşiktaş,Abbasağa Mh.,28.12.2019,340,300.0,5+1,1,10,11,Natural Gas (Combi),2,Available,No,Free,Yes,From the real estate office,No,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,01.10.2020,3249999.9999999986,1490607.3762694509,1759392.6237305477
Bakırköy,Şenlikköy Mh.,06.01.2020,100,90.0,2+1,1,Garden Floor,3,Natural Gas (Combi),2,Available,No,Free,Yes,From the real estate office,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01.10.2020,2199999.9999999995,442057.250191944,1757942.7498080556
Beyoğlu,Tomtom Mah.,29.12.2019,180,168.0,Studio (1+0),5-10 between,Garden Floor,5,Natural Gas (Combi),2,Available,No,Property owner,Yes,From the real estate office,No,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,01.10.2020,2499999.9999999995,755745.5637829138,1744254.4362170857
Bakırköy,Şenlikköy Mh.,03.01.2020,210,190.0,3+1,5-10 between,1,6,Center (Share Meter),2,Available,No,Property owner,Yes,From the real estate office,No,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01.10.2020,3049999.999999998,1313205.427300398,1736794.5726996001
Büyükçekmece,Mimaroba,23.12.2019,455,430.0,7+2,4,3,4,Natural Gas (Combi),5,Available,No,Property owner,Yes,From the real estate office,No,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,01.10.2020,2499999.9999999995,774075.2764055752,1725924.7235944243
Beykoz,Soğuksu Mh.,01.01.2020,180,165.0,3+1,11-15 between,2,5,Natural Gas (Combi),2,Available,No,Free,Yes,From the real estate office,No,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,01.10.2020,2599999.9999999986,880974.2240863323,1719025.7759136665
