District,Neighborhood,Adrtisement_Date,m²_(Gross),m²_(Net),Number_of_rooms,Building_Age,Floor_location,Number_of_floors,Heating,Number_of_bathrooms,Balcony,Furnished,Using_status,Available_for_Loan,From_who,Swap,Front_West,Front_East,Front_South,Front_North,ADSL,Wood_Joinery,Smart_House,Alarm_(Thief),Alarm_(Fire),Alaturka_Toilet,Aluminum_joinery,American_Door,American_kitchen,Built-in_on,Elevator,Balcony.1,Barbecue,Household_appliances,Painted,Dishwasher,Refrigerator,Wall_paper,Shower,Parents'_Bathroom,Fiber_Internet,On,Dressing_room,Closet,Video_intercom,Hilton_Bathroom,Intercom_System,Insulating_glass,Jacuzzi,Plasterboard,Cellar,Air_conditioning,Tub,Laminate_Floor,Marley,Furniture,Kitchen_(Built-in),Kitchen_(Laminate),Kitchen_Natural_Gas,PVC_Joinery,Blinds,Parquet_Floor,Ceramic_Floor,Set_Top_Cooker,Spot_Lighting,Terrace,Thermosiphon,Cloakroom,Wi-Fi,Face_Recognition_&_Fingerprint,Washing_Machine,Washing_machine,Laundry_room,Steel_door,Water_heater,Fireplace,Elevator.1,Steam_room,Security,Bath,Booster,Thermal_Insulation,Generator,Cable_TV,Closed_Garage,Doorman,Nursery,With_Private_Pool,Car_park,Playground,Sauna,Sound_insulation,Siding,Sports_Area,Water_tank,Tennis_court,Satellite,Fire_escape,Swimming_Pool_(Open),Swimming_Pool_(Indoor),Parking_Lot,Elevator.2,Bathroom,Wide_Corridor,Entrance_/_Ramp,Stairs,Kitchen,Room_door,Park,Socket_/_Electric_Switch,Handle_/_Railing,Toilet,Swimming_pool,The_mall,municipality,Mosque,Cemevi,Next_to_sea_shore,Pharmacy,Amusement_center,Fair,Hospital,Synagogue,The_church,High_school,Market,Park.1,Police_station,The_health_clinic,District_Market,Gym,Unirsity,Primary_School-Secondary_School,Fire_Department,Town_center,Highway,Eurasia_Tunnel,Bosphorus_Bridges,Street,Sea_bus,Filled,E-5,Airport,Marmaray,Metro,Metrobus,Minibus,Bus_stop,Coast,TEM,Cable_car,Tram,Railway_station,Trolley_bus,Scaffolding,Throat,Sea,Nature,Lake,Pool,Park_&_​​Green_Area,City,Mezzanine,Mezzanine_Duplex,Garden_Duplex,Garden_Floor,Garden,Top_floor,Garage_/_Shop_Top,Entrance_floor,Floor_Duplex,Private_Entry,Rerse_Duplex,Triplex,Ground_floor,Roof_Duplex,Pick_Up_Data_Time,y_true_tl,y_pred_tl,abs_error_tl
Sarıyer,Tarabya Mah.,28.12.2019,170,150.0,3+1,5-10 between,Garden Floor,3,Natural Gas (Combi),2,Available,No,Free,Yes,From the real estate office,No,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,01.08.2020,4949999.999999997,920219.8149281086,4029780.1850718884
Sarıyer,Cumhuriyet Mah.,19.12.2019,260,240.0,4+2,16-20 between,4,5,Central system,3,Available,No,Property owner,Yes,From the real estate office,No,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01.08.2020,5500000.000000001,1488906.1750466553,4011093.8249533456
Kadıköy,Fenerbahçe Mh.,03.01.2020,230,180.0,5+1,21-25 between,Garden Floor,3,Center (Share Meter),3,Available,No,Free,Yes,From the real estate office,No,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,01.07.2020,5100000.000000003,1126082.0279610076,3973917.9720389955
Sarıyer,İstinye Mh.,26.12.2019,300,240.0,5+1,5-10 between,Penthouse,5,Center (Share Meter),4,Available,No,Free,Yes,From the real estate office,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01.08.2020,6000000.0,2029889.0974934732,3970110.9025065266
Beşiktaş,Ulus Mah.,31.12.2019,206,205.0,3+1,0,3,4,Center (Share Meter),2,Available,No,Free,Yes,From the real estate office,No,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01.10.2020,6000000.0,2075458.3690469267,3924541.6309530735
Bakırköy,Ataköy 2-5-6. Kısım Mh.,06.01.2020,211,200.0,4+1,5-10 between,3,5,Natural Gas (Combi),3,Available,No,Property owner,Yes,From the real estate office,No,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01.10.2020,5500000.000000001,1619015.2821496897,3880984.717850311
Sarıyer,İstinye Mh.,21.12.2019,120,100.0,3+1,21-25 between,4,4,Central system,1,Available,No,Free,Yes,From the real estate office,No,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,01.08.2020,4700000.000000004,834165.3448146147,3865834.655185389
Şişli,Meşrutiyet Mh.,02.01.2020,175,160.0,3+1,0,5,7,Central system,2,Available,No,Free,Yes,From the real estate office,No,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01.08.2020,4999999.999999999,1148752.581389374,3851247.418610625
Bakırköy,Şenlikköy Mh.,29.12.2019,400,385.0,6+2,5-10 between,4,4,Natural Gas (Combi),3,Available,No,Property owner,Yes,From the real estate office,No,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01.10.2020,5250000.0,1564502.301782705,3685497.698217295
Sarıyer,Ayazağa Mh.,21.12.2019,240,210.0,4+1,1,Garden Floor,9,Underfloor heating,2,Available,No,Free,Yes,From the real estate office,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,01.08.2020,4999999.999999999,1321078.2396927853,3678921.7603072138
Sarıyer,Ferahevler Mah.,03.01.2020,285,250.0,4+1,0,Garden Floor,2,Natural Gas (Combi),3,Available,No,Free,Yes,From the real estate office,No,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,01.08.2020,5500000.000000001,1839305.1866360928,3660694.813363908
Üsküdar,Ünalan Mh.,02.01.2020,202,170.0,3.5+1,2,5,30  and more than,Center (Share Meter),3,Absent,No,Free,Yes,From the real estate office,No,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01.07.2020,4399999.999999997,777761.9846024954,3622238.0153975016
Bakırköy,Yeşilyurt Mh.,03.01.2020,200,200.0,3+1,0,4,5,Natural Gas (Combi),2,Available,No,Free,Yes,From the real estate office,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01.10.2020,4799999.999999999,1200796.705473171,3599203.294526828
Bakırköy,Şenlikköy Mh.,06.01.2020,360,350.0,6+2,2,3,3,Natural Gas (Combi),4,Available,No,Free,Yes,From the real estate office,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01.10.2020,4900000.000000004,1331140.864937556,3568859.1350624477
Üsküdar,Çengelköy Mh.,31.12.2019,213,172.0,4+1,4,1,3,Center (Share Meter),3,Available,No,Free,Yes,From the real estate office,No,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01.07.2020,4550000.0,996744.5553726468,3553255.444627353
Üsküdar,Barbaros Mah.,01.01.2020,245,210.0,5+1,16-20 between,1,4,Natural Gas (Combi),2,Available,No,Property owner,Yes,From the real estate office,No,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,01.07.2020,4594999.999999996,1049045.4069838552,3545954.593016141
Bakırköy,Şenlikköy Mh.,27.12.2019,350,280.0,4+2,0,Villa type,2,Fancoil Ünitesi,3,Available,No,Free,Yes,From the real estate office,No,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,01.10.2020,4949999.999999997,1410423.5326048583,3539576.467395139
Bakırköy,Şenlikköy Mh.,04.01.2020,440,400.0,5+2,21-25 between,3,4,Natural Gas (Combi),4,Available,No,Free,Yes,From the real estate office,No,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01.10.2020,4750000.000000003,1245894.4891962353,3504105.5108037675
Sarıyer,İstinye Mh.,26.12.2019,140,138.0,3+1,26-30 between,1,3,Natural Gas (Combi),2,Available,No,Tenant,Yes,From the real estate office,No,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01.08.2020,4700000.000000004,1219384.9485897266,3480615.0514102774
Sarıyer,Ayazağa Mh.,01.01.2020,260,220.0,4+1,0,Garden Floor,9,Center (Share Meter),2,Available,No,Property owner,Yes,From the real estate office,No,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,01.08.2020,5250000.0,1788064.4884544034,3461935.5115455966
Sarıyer,Ferahevler Mah.,31.12.2019,230,200.0,4+1,0,Garden Floor,2,Natural Gas (Combi),3,Available,No,Free,Yes,From the real estate office,No,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,01.08.2020,4999999.999999999,1565499.4157809077,3434500.5842190916
Beyoğlu,Tomtom Mah.,25.12.2019,170,145.0,3+1,5-10 between,3,8,Natural Gas (Combi),2,Available,No,Free,Yes,From the real estate office,No,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01.10.2020,4250000.000000002,840079.3756501969,3409920.624349805
Bakırköy,Ataköy 2-5-6. Kısım Mh.,29.12.2019,180,170.0,3+1,11-15 between,4,6,Natural Gas (Combi),3,Available,No,Property owner,Yes,From the real estate office,No,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01.10.2020,4500000.000000002,1100479.7501238936,3399520.249876108
Üsküdar,Altunizade Mah.,28.12.2019,200,180.0,4+1,16-20 between,3,4,Central system,2,Available,No,Property owner,Yes,From the real estate office,No,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01.07.2020,4550000.0,1159170.1513499895,3390829.8486500103
Bakırköy,Yeşilköy Mh.,02.01.2020,220,200.0,4+1,5-10 between,1,4,Natural Gas (Combi),2,Available,No,Free,Yes,From the real estate office,No,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01.10.2020,4900000.000000004,1522712.3014674664,3377287.6985325376
Fatih,Haseki Sultan Mah.,29.12.2019,98,90.0,2+1,0,2,2,Natural Gas (Combi),1,Available,No,Free,Yes,From the real estate office,No,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01.10.2020,3750000.0000000023,416748.6185909045,3333251.381409098
Beşiktaş,Ulus Mah.,06.01.2020,240,200.0,5+1,16-20 between,3,4,Center (Share Meter),2,Available,No,Free,Yes,From the real estate office,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01.10.2020,4849999.999999997,1537017.5356969212,3312982.4643030763
Sarıyer,İstinye Mh.,16.12.2019,283,240.0,4+1,5-10 between,Garden Floor,3,Natural Gas (Combi),4,Available,No,Property owner,Yes,From the real estate office,No,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,01.08.2020,5500000.000000001,2188547.5233918936,3311452.4766081073
Bakırköy,Ataköy 1. Kısım Mh.,27.12.2019,300,280.0,4+1,31  and more than,3,3,Central system,1,Absent,No,Free,Yes,From the real estate office,No,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01.10.2020,4500000.000000002,1188933.1850931926,3311066.8149068095
